tim_id,type,manufacturer,mpn,description,thermal_conductivity_wmk,thickness_mm,width_mm,length_mm,price_thb,weight_g
,Thermal Pad,Bergquist,GPTGP7000ULM-0.100-02-0808,Thermal Pad Gray 203.20mm x 203.20mm Square Tacky - Both Sides,7.0,2.54,203.2,203.2,5374.2,
,Thermal Pad,Parker Chomerics,61-10-0909-G579,Thermal Pad Pink 228.60mm x 228.60mm Square,3.0,2.54,228.6,228.6,5405.4,
,Thermal Pad,Parker Chomerics,62-04-1015-PAD80A,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular Adhesive - One Side,8.3,1.02,381.0,254.0,5442.78,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.040-00-0606,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.040"" Thickness, Thermexit, IDH 2972782",40.0,1.02,6.0,6.0,5560.75,
,Thermal Pad,Laird Technologies - Thermal Materials,A10235-31,Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,1.52,228.6,228.6,5661.83,
,Thermal Pad,Bergquist Company,TGP12000ULM-0.040-00-0808,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.040"" Thickness, TGP12000ULM",12.0,1.02,203.2,203.2,5718.05,
,Thermal Pad,Laird Technologies - Thermal Materials,A18500-01,Thermal Pad White 431.80mm x 431.80mm Rectangular,5.0,0.25,431.8,431.8,5765.18,
,Thermal Pad,Laird Technologies - Thermal Materials,A18213-08,Thermal Pad Gray 229.00mm x 229.00mm Square,10.2,2.01,229.0,229.0,5845.78,
,Thermal Pad,Bergquist,GP3000S30-0.125-02-0816,Thermal Pad Blue 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.0,3.18,406.4,203.2,5867.55,
,Thermal Pad,Laird Technologies - Thermal Materials,A17752-05,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,1.25,228.6,228.6,5876.98,
,Thermal Pad,Bergquist,GPHC5.0-0.100-02-0816,Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,5.0,2.54,406.4,203.2,5882.18,
,Thermal Pad,Bergquist Company,TGP6000ULM-0.060-12-0816,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.060"" Thickness, TGP6000ULM, IDH 2195667",6.0,1.52,203.2,406.4,6036.23,
,Thermal Pad,Bergquist Company,TGP7000ULM-0.080-02-0808,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.080"" Thickness, TGP7000ULM, IDH 2474885",7.0,2.03,203.2,203.2,6103.18,
,Thermal Pad,Bergquist Company,TGP40000SF-0.040-01-0606-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.040"" Thickness, Thermexit",40.0,1.02,6.0,6.0,6117.15,
,Thermal Pad,Laird Technologies - Thermal Materials,A17536-04,Thermal Pad Pink 457.20mm x 457.20mm Square Tacky - Both Sides,5.0,1.02,457.2,457.2,6348.23,
,Thermal Pad,Laird Technologies - Thermal Materials,A17690-13,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,5.0,3.3,228.6,228.6,6349.2,
,Thermal Pad,t-Global Technology,TG-A1780-150-150-0.8,Thermal Pad Gray 150.00mm x 150.00mm Square,17.8,0.79,150.0,150.0,6504.88,
,Thermal Pad,Parker Chomerics,61-15-0808-1671,Thermal Pad White 203.20mm x 203.20mm Square,2.6,0.38,203.2,203.2,6549.4,
,Thermal Pad,Laird Technologies - Thermal Materials,A12617-25,Thermal Pad Blue-Violet 457.20mm x 457.20mm Square Tacky - Both Sides,3.0,0.76,457.2,457.2,6683.63,
,Thermal Pad,Aavid,SuperThermal-B132-10-02-1500-1500,"Thermal Interface Products SuperThermal Pad, 13.2 W/mK Conductivity, 1mm Thick, 2-Side Adhesive, 150x150mm",13.2,1.0,150.0,150.0,6703.45,
,Thermal Pad,Laird Technologies - Thermal Materials,A17752-06,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,1.5,228.6,228.6,6724.9,
,Thermal Pad,Parker Chomerics,62-15-0808-1671,Thermal Pad White 203.20mm x 203.20mm Square,2.6,0.38,203.2,203.2,6755.45,
,Thermal Pad,t-Global Technology,TG-A1660-250-250-0.5,Thermal Pad Gray 250.00mm x 250.00mm Square,16.6,0.5,250.0,250.0,6821.75,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.060-00-0606,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.060"" Thickness, Thermexit, IDH 2972780",40.0,1.52,6.0,6.0,6851.33,
,Thermal Pad,Bergquist Company,TGP12000ULM-0.060-00-0808,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.060"" Thickness, TGP12000ULM",12.0,1.52,203.2,203.2,7045.35,
,Thermal Pad,Laird Technologies - Thermal Materials,A10237-21,Thermal Pad White 228.60mm x 228.60mm Square Tacky - Both Sides,3.0,2.03,228.6,228.6,7258.55,
,Thermal Pad,Parker Chomerics,61-08-1015-PAD80G,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular,8.3,2.03,381.0,254.0,7343.38,
,Thermal Pad,Bergquist Company,2722287,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.040"" Thickness",12.0,1.02,203.2,203.2,7462.65,
,Thermal Pad,Bergquist Company,TGP40000SF-0.060-01-0606-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.060"" Thickness, Thermexit",40.0,1.52,6.0,6.0,7536.75,
,Thermal Pad,Bergquist Company,GP7000ULM-0.100-02-0808,"Thermal Interface Products GAP PAD, Silicone Thermal Interface, 7 W/m-K Thermal Conductivity, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.100"" Thickness, GAP PAD TGP 7000ULM Series, IDH 2474876",7.0,2.54,203.2,203.2,7633.93,
,Thermal Pad,Laird Technologies - Thermal Materials,A10833-06,Thermal Pad Yellow 457.20mm x 457.20mm Square Tacky - Both Sides,2.2,0.51,457.2,457.2,7783.1,
,Thermal Pad,Bergquist,SP2000-0.020-00-1212,Thermal Pad White 304.80mm x 304.80mm Square,3.5,0.51,304.8,304.8,7885.8,
,Thermal Pad,t-Global Technology,TG-A1250-310-310-1.0,Thermal Pad Green 310.00mm x 310.00mm Square,12.5,1.0,310.0,310.0,7988.5,
,Thermal Pad,t-Global Technology,TG-A1780-150-150-1.0,Thermal Pad Gray 150.00mm x 150.00mm Square,17.8,1.0,150.0,150.0,8002.15,
,Thermal Pad,Bergquist Company,TGP10000ULM-0.040-02-0808,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.040"" Thickness, TGP10000ULM, IDH 2591008",10.0,1.02,203.2,203.2,8062.28,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.080-00-0606,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.080"" Thickness, Thermexit, IDH 2972781",40.0,2.03,6.0,6.0,8149.7,
,Thermal Pad,Laird Technologies - Thermal Materials,A17752-08,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,7.5,2.01,228.6,228.6,8402.55,
,Thermal Pad,Bergquist Company,TGP12000ULM-0.080-00-0808,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.080"" Thickness, TGP12000ULM",12.0,2.03,203.2,203.2,8570.58,
,Thermal Pad,Bergquist Company,TGP40000SF-0.080-01-0606-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.080"" Thickness, Thermexit",40.0,2.03,6.0,6.0,8870.55,
,Thermal Pad,Parker Chomerics,62-08-1015-PAD80A,Thermal Pad Dark Gray 381.00mm x 254.00mm Rectangular Adhesive - One Side,8.3,2.03,381.0,254.0,8917.35,
,Thermal Pad,Laird Technologies - Thermal Materials,A18213-10,Thermal Pad Gray 229.00mm x 229.00mm Square,10.0,2.5,229.0,229.0,9145.5,
,Thermal Pad,Bergquist Company,2722288,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.060"" Thickness",12.0,1.52,203.2,203.2,9149.73,
,Thermal Pad,Bergquist Company,TGP7000ULM-0.125-02-0808,"Thermal Interface Products GAP PAD, 7W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP7000ULM, IDH 2474886",7.0,3.18,203.2,203.2,9358.7,
,Thermal Pad,Bergquist,GP3004SF-0.040-01-0918,Thermal Pad Gray 457.20mm x 228.60mm Rectangular Tacky - One Side,3.0,1.02,457.2,228.6,9987.71,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.100-00-0606,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.100"" Thickness, Thermexit, IDH 2964639",40.0,2.54,6.0,6.0,10059.73,
,Thermal Pad,Laird Technologies - Thermal Materials,A14428-01,Thermal Pad Blue-Violet 228.60mm x 228.60mm Square Tacky - One Side,3.0,5.08,228.6,228.6,10225.8,
,Thermal Pad,Bergquist Company,TGP6000ULM-0.080-12-0816,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.080"" Thickness, TGP6000ULM, IDH 2195669",6.0,2.03,203.2,406.4,10276.83,
,Thermal Pad,Bergquist Company,TGP10000ULM-0.060-02-0808,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.060"" Thickness, TGP10000ULM, IDH 2591009",10.0,1.52,203.2,203.2,10326.88,
,Thermal Pad,Bergquist Company,TGP40000SF-0.100-01-0606-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.105"" Thickness, Thermexit",40.0,2.67,6.0,6.0,11065.28,
,Thermal Pad,Bergquist Company,2722289,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.080"" Thickness",12.0,2.03,203.2,203.2,11169.93,
,Thermal Pad,t-Global Technology,TG-A1780-250-250-0.5,Thermal Pad Gray 250.00mm x 250.00mm Square,18.0,0.5,250.0,250.0,11171.55,
,Thermal Pad,t-Global Technology,TG-A1780-150-150-1.5,Thermal Pad Gray 150.00mm x 150.00mm Square,17.8,1.5,150.0,150.0,11671.73,
,Thermal Pad,Bergquist,2214846,Thermal Pad Gray 406.40mm x 203.20mm Rectangular Tacky - Both Sides,6.0,3.18,406.4,203.2,11808.23,
,Thermal Pad,Bergquist Company,TGP 40000SF-0.125-00-0606,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6x6"" Sheet, 0.125"" Thickness, Thermexit, IDH 2964638",40.0,3.18,6.0,6.0,12061.08,
,Thermal Pad,Leader Tech Inc.,TGF30SF-07870787-039,Thermal Pad Gray 199.90mm x 199.90mm Square Tacky - Both Sides,3.0,0.99,199.9,199.9,12351.63,
,Thermal Pad,Bergquist Company,TGP6000ULM-0.100-12-0816,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.100"" Thickness, TGP6000ULM, IDH 2196912",6.0,2.54,203.2,406.4,12615.85,
,Thermal Pad,Bergquist Company,TGP10000ULM-0.080-02-0808,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.080"" Thickness, TGP10000ULM, IDH 2591010",10.0,2.03,203.2,203.2,12675.65,
,Thermal Pad,Bergquist Company,TGP40000SF-0.125-01-0606-NA,"Thermal Interface Products GAP PAD, Sil-Free, 40W/m-K, 6 x 6"" Sheet, Tacky Pad, 0.125"" Thickness, Thermexit",40.0,3.18,6.0,6.0,13266.83,
,Thermal Pad,Bergquist Company,2722290,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.100"" Thickness",12.0,2.54,203.2,203.2,13720.2,
,Thermal Pad,t-Global Technology,TG-A1250-310-310-2.0,Thermal Pad Green 310.00mm x 310.00mm Square,12.5,2.01,310.0,310.0,15193.75,
,Thermal Pad,t-Global Technology,TG-A1780-150-150-2.0,Thermal Pad Gray 150.00mm x 150.00mm Square,17.8,2.01,150.0,150.0,15272.08,
,Thermal Pad,Bergquist Company,TGP6000ULM-0.125-12-0816,"Thermal Interface Products GAP PAD, 6W/m-K, 8"" x 16"" Sheet, 0.125"" Thickness, TGP6000ULM, IDH 2214846",6.0,3.18,203.2,406.4,16094.98,
,Thermal Pad,Bergquist Company,2722291,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.120"" Thickness",12.0,3.05,203.2,203.2,17475.9,
,Thermal Pad,Bergquist Company,TGP12000ULM-0.100-00-0808,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.100"" Thickness, TGP12000ULM",12.0,2.54,203.2,203.2,17744.68,
,Thermal Pad,Bergquist Company,TGP12000ULM-0.125-00-0808,"Thermal Interface Products GAP PAD, 12W/m-K, Ultra-Low Modulus, 8""x8"" Sheet, 0.125"" Thickness, TGP12000ULM",12.0,3.18,203.2,203.2,18197.08,
,Thermal Pad,Laird Technologies - Thermal Materials,A17751-04,Thermal Pad Gray 457.20mm x 457.20mm Square Tacky - Both Sides,7.5,1.02,457.2,457.2,18578.3,
,Thermal Pad,Bergquist Company,2722292,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.140"" Thickness",12.0,3.56,203.2,203.2,18925.73,
,Thermal Pad,Bergquist Company,TGP10000ULM-0.100-02-0808,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.100"" Thickness, TGP10000ULM, IDH 2599712",10.0,2.54,203.2,203.2,19206.85,
,Thermal Pad,Bergquist Company,TGP10000ULM-0.125-02-0808,"Thermal Interface Products GAP PAD, 10W/m-K, 8"" x 8"" Sheet, 0.125"" Thickness, TGP10000ULM, IDH 2599713",10.0,3.18,203.2,203.2,21142.55,
,Thermal Pad,Bergquist Company,2722293,"Thermal Interface Products GAP PAD, 12 W/m-K, Ultra-Low Modulus, 8"" x 8"" Sheet, 0.160"" Thickness",12.0,4.06,203.2,203.2,21634.93,
