tim_id,mpn,type,cost_per_app,k_wmk,heatsink_model,threshold_limit_cw,calculated_tim_r_cw,reliability_status,pass_probability_pct,avg_margin_cw,max_t_case_99,manufacturer,description,thickness_mm,log_cost,cluster_id,recommendation_group
TP-0376,TG-A1250-30-30-2.0,Thermal Pad,182.49,12.5,ModuleLED_Micro_8680,1.1252,0.1566,PASS,100.0,0.9685,72.67,t-Global Technology,Thermal Pad Green 30.00mm x 30.00mm Square,2.01,5.212160170096862,1.0,✅ Standard
TP-0380,PL-05-1-1016,Thermal Pad,16.79,1.0,ModuleLED_Micro_8680,1.1252,0.4875,PASS,100.0,0.6377,86.15,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey",0.5,2.8786365016777435,1.0,✅ Standard
TP-0381,TG-A1250-25-25-3.0,Thermal Pad,279.91,12.5,ModuleLED_Micro_8680,1.1252,0.234,PASS,100.0,0.8911,75.8,t-Global Technology,Thermal Pad Green 25.00mm x 25.00mm Square,3.0,5.638034333334139,1.0,✅ Standard
TP-0384,PL-2-5-254,Thermal Pad,281.01,5.0,ModuleLED_Micro_8680,1.1252,0.3902,PASS,100.0,0.735,82.18,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 25.4x25.4mm, Gold",2.0,5.641942531302295,1.0,✅ Standard
TP-0386,TG-A1780-25-25-0.5,Thermal Pad,294.36,17.8,ModuleLED_Micro_8680,1.1252,0.0274,PASS,100.0,1.0978,67.4,t-Global Technology,Thermal Pad Gray 25.00mm x 25.00mm Square,0.5,5.688194951314488,1.0,✅ Standard
TP-0393,PL-1-1.5-76X127-15,Thermal Pad,21.88,1.5,ModuleLED_Micro_8680,1.1252,0.6498,PASS,100.0,0.4754,92.72,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1.5 W/mK, 76.2x127mm, Grey",1.0,3.130263166511597,1.0,✅ Standard
TP-0395,4051100100017,Thermal Pad,22.41,1800.0,ModuleLED_Micro_8680,1.1252,0.0,PASS,100.0,1.1251,66.29,Würth Elektronik,Thermal Pad 100.00mm x 100.00mm Square Acrylic,0.04,3.1531632815028194,0.0,🏆 Best Value
TP-0396,TG-A1250-40-40-1.5,Thermal Pad,143.21,12.5,ModuleLED_Micro_8680,1.1252,0.117,PASS,100.0,1.0081,71.06,t-Global Technology,Thermal Pad Green 40.00mm x 40.00mm Square,1.5,4.971270570573979,1.0,✅ Standard
TP-0397,PL-1-1-1016,Thermal Pad,22.42,1.0,ModuleLED_Micro_8680,1.1252,0.976,FAIL,96.25,0.1491,106.03,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey",1.0,3.1535903581695712,1.0,✅ Standard
TP-0399,COH-1706-200-05,Thermal Pad,5.81,1.7,ModuleLED_Micro_8680,1.1252,0.2922,PASS,100.0,0.8329,78.17,Taica North America Corporation,Thermal Pad Gray 200.00mm x 200.00mm Square Tacky - Both Sides,0.51,1.918392120161421,0.0,🏆 Best Value
TP-0407,SoftFlex-B016-20-01-0762-0762,Thermal Pad,44.07,1.6,ModuleLED_Micro_8680,1.1252,1.2187,FAIL,19.24,-0.0935,115.88,Aavid,"Thermal Interface Products SoftFlex Pad, 1.6 W/mK Conductivity, 2mm Thick, 1-Side Adhesive, 76.2x76.2mm",2.0,3.808216836702557,1.0,✅ Standard
TP-0409,TG-A1780-30-30-0.5,Thermal Pad,288.41,17.8,ModuleLED_Micro_8680,1.1252,0.0274,PASS,100.0,1.0978,67.4,t-Global Technology,Thermal Pad Gray 30.00mm x 30.00mm Square,0.5,5.667844367850572,1.0,✅ Standard
TP-0413,TG-A6200F-100-100-0.5,Thermal Pad,28.2,5.0,ModuleLED_Micro_8680,1.1252,0.0973,PASS,100.0,1.0278,70.26,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - One Side,0.5,3.374168709274236,0.0,🏆 Best Value
TP-0423,SP2000-0.015-00-54,Thermal Pad,1349.4,3.5,ModuleLED_Micro_8680,1.1252,0.1058,PASS,100.0,1.0193,70.6,Bergquist,Thermal Pad White 19.05mm x 12.70mm Rectangular,0.38,7.208156123841693,1.0,✅ Standard
TP-0424,PL-05-5-1016,Thermal Pad,31.79,5.0,ModuleLED_Micro_8680,1.1252,0.0973,PASS,100.0,1.0278,70.26,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thickness, 5 W/m-K, 101.6x101.6mm, Gold",0.5,3.4901235908565567,1.0,✅ Standard
TP-0425,GP1500-0.080-02-0404,Thermal Pad,33.77,1.5,ModuleLED_Micro_8680,1.1252,1.3172,FAIL,2.69,-0.192,119.98,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides,2.03,3.5487549460197703,2.0,❌ Avoid
TP-0426,PL-05-3-1016-H,Thermal Pad,35.09,3.0,ModuleLED_Micro_8680,1.1252,0.1626,PASS,100.0,0.9626,72.92,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thick, 3 W/m-K, 101.6x101.6mm, Hyper Soft",0.5,3.586015818654697,1.0,✅ Standard
TP-0429,PLF-1-1-76X127-40,Thermal Pad,38.19,1.0,ModuleLED_Micro_8680,1.1252,0.9751,FAIL,96.38,0.15,105.95,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 1 W/m-K, 76x127mm, White",1.0,3.66842161221154,1.0,✅ Standard
TP-0433,PL-1-3-76X127-30,Thermal Pad,39.27,3.0,ModuleLED_Micro_8680,1.1252,0.325,PASS,100.0,0.8001,79.52,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 76.2x127mm, Blue",1.0,3.695606774863363,1.0,✅ Standard
TP-0435,TG-A6200-100-100-1.0,Thermal Pad,39.0,6.2,ModuleLED_Micro_8680,1.1252,0.1573,PASS,100.0,0.9679,72.69,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - Both Sides,1.0,3.6888794541139363,1.0,✅ Standard
TP-0437,TG-A1780-40-40-0.5,Thermal Pad,247.32,17.8,ModuleLED_Micro_8680,1.1252,0.0274,PASS,100.0,1.0978,67.4,t-Global Technology,Thermal Pad Gray 40.00mm x 40.00mm Square,0.5,5.514718236994854,1.0,✅ Standard
TP-0443,GP1500-0.020-02-0404,Thermal Pad,40.18,1.5,ModuleLED_Micro_8680,1.1252,0.3316,PASS,100.0,0.7936,79.79,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides,0.51,3.717952701599643,1.0,✅ Standard
TP-0445,PL-1-3-1016-H,Thermal Pad,41.09,3.0,ModuleLED_Micro_8680,1.1252,0.3248,PASS,100.0,0.8003,79.51,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 3 W/m-K, 101.6x101.6mm, Hyper Soft",1.0,3.7398101827824792,1.0,✅ Standard
TP-0446,PL-2-1-1016,Thermal Pad,41.35,1.0,ModuleLED_Micro_8680,1.1252,1.9496,FAIL,0.0,-0.8245,145.75,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 1 W/m-K, 101.6x101.6mm, Grey",2.0,3.7459684210980635,2.0,❌ Avoid
TP-0447,QB0603A25WYT,Thermal Pad,370632.22,50.0,ModuleLED_Micro_8680,1.1252,0.0012,PASS,100.0,1.124,66.34,KYOCERA AVX,Thermal Pad 1.52mm x 0.76mm Rectangular,0.06,12.82296822724029,3.0,🏭 Industrial
TP-0455,PL-05-5-1016-H,Thermal Pad,43.52,5.0,ModuleLED_Micro_8680,1.1252,0.0974,PASS,100.0,1.0278,70.27,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 0.5mm Thick, 5 W/m-K, 101.6x101.6mm, Hyper Soft",0.5,3.795938526407344,1.0,✅ Standard
TP-0456,A18197-05,Thermal Pad,8.71,5.3,ModuleLED_Micro_8680,1.1252,0.0221,PASS,100.0,1.1031,67.19,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.12,2.2731562823032334,0.0,🏆 Best Value
TP-0460,69-13-42348-T412,Thermal Pad,615.67,1.4,ModuleLED_Micro_8680,1.1252,0.1605,PASS,100.0,0.9647,72.83,Parker Chomerics,Thermal Pad Gray 28.00mm x 28.00mm Square Adhesive - Both Sides,0.23,6.424334034795057,1.0,✅ Standard
TP-0465,T62-310-310-0.13,Thermal Pad,5.25,20.0,ModuleLED_Micro_8680,1.1252,0.0063,PASS,100.0,1.1188,66.55,t-Global Technology,Thermal Pad Black 310.00mm x 310.00mm Square,0.13,1.8325814637483102,0.0,🏆 Best Value
TP-0471,A18197-08,Thermal Pad,9.86,5.3,ModuleLED_Micro_8680,1.1252,0.0368,PASS,100.0,1.0884,67.79,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.2,2.3850863145057892,0.0,🏆 Best Value
TP-0476,TG-A6200-150-150-0.5,Thermal Pad,23.74,6.2,ModuleLED_Micro_8680,1.1252,0.0785,PASS,100.0,1.0467,69.49,t-Global Technology,Thermal Pad Blue 150.00mm x 150.00mm Square Tacky - Both Sides,0.5,3.208421366964342,0.0,🏆 Best Value
TP-0482,A18197-10,Thermal Pad,10.66,5.3,ModuleLED_Micro_8680,1.1252,0.046,PASS,100.0,1.0792,68.16,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.25,2.4561641809223462,0.0,🏆 Best Value
TP-0483,A17916-08,Thermal Pad,10.67,2.0,ModuleLED_Micro_8680,1.1252,0.9902,FAIL,94.3,0.1349,106.55,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,2.03,2.4570214462984645,1.0,✅ Standard
TP-0486,BP100-0.005-00-1112,Thermal Pad,6.65,0.8,ModuleLED_Micro_8680,1.1252,0.1584,PASS,100.0,0.9667,72.74,Bergquist,Thermal Pad White 304.80mm x 279.40mm Rectangular Adhesive - Both Sides,0.13,2.0347056478384444,0.0,🏆 Best Value
TP-0492,PL-2-3-1016-H,Thermal Pad,57.1,3.0,ModuleLED_Micro_8680,1.1252,0.6494,PASS,100.0,0.4758,92.79,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 3 W/m-K, 101.6x101.6mm, Hyper Soft",2.0,4.062165663857866,1.0,✅ Standard
TP-0495,T62-1-310-310-0.16,Thermal Pad,6.15,15.0,ModuleLED_Micro_8680,1.1252,0.0104,PASS,100.0,1.1148,66.71,t-Global Technology,Thermal Pad Black 310.00mm x 310.00mm Square Adhesive - One Side,0.16,1.9671123567059163,0.0,🏆 Best Value
TP-0502,PL-1-5-76X127-60,Thermal Pad,65.47,5.0,ModuleLED_Micro_8680,1.1252,0.195,PASS,100.0,0.9301,74.2,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 76.2x127mm, Brown",1.0,4.19675071805349,1.0,✅ Standard
TP-0509,GP1500-0.040-02-0404,Thermal Pad,66.2,1.5,ModuleLED_Micro_8680,1.1252,0.6634,PASS,100.0,0.4618,93.34,Bergquist,Thermal Pad Black 101.60mm x 101.60mm Square Tacky - Both Sides,1.02,4.207673247529104,1.0,✅ Standard
TP-0510,PLF-1-3-76X127-70,Thermal Pad,71.04,3.0,ModuleLED_Micro_8680,1.1252,0.3248,PASS,100.0,0.8004,79.54,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone-Free, 1mm Thickness, 3 W/m-K, 76x127mm, White",1.0,4.277221520307755,1.0,✅ Standard
TP-0520,GT10D-300-300-0.25-1A,Thermal Pad,7.83,1.5,ModuleLED_Micro_8680,1.1252,0.1623,PASS,100.0,0.9629,72.92,t-Global Technology,Thermal Pad Pink 300.00mm x 300.00mm Square Adhesive - One Side,0.25,2.178155014615869,0.0,🏆 Best Value
TP-0522,SF400-505005,Thermal Pad,289.54,2.5,ModuleLED_Micro_8680,1.1252,0.1949,PASS,100.0,0.9303,74.23,Same Sky (Formerly CUI Devices),Thermal Pad Gray 50.00mm x 50.00mm Square Tacky - Both Sides,0.5,5.671741260444738,1.0,✅ Standard
TP-0524,A18197-16,Thermal Pad,14.0,5.3,ModuleLED_Micro_8680,1.1252,0.0754,PASS,100.0,1.0497,69.36,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.41,2.70805020110221,0.0,🏆 Best Value
TP-0527,GPVOUS-0.020-01-0816,Thermal Pad,8.95,1.0,ModuleLED_Micro_8680,1.1252,0.498,PASS,100.0,0.6272,86.55,Bergquist,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,0.51,2.2975725511705014,0.0,🏆 Best Value
TP-0531,A17733-04,Thermal Pad,14.33,1.2,ModuleLED_Micro_8680,1.1252,0.8292,PASS,100.0,0.296,100.07,Laird Technologies - Thermal Materials,Thermal Pad Yellow 228.60mm x 228.60mm Square Adhesive - One Side,1.02,2.7298116928837226,1.0,✅ Standard
TP-0533,2191342,Thermal Pad,8.43,0.9,ModuleLED_Micro_8680,1.1252,0.1626,PASS,100.0,0.9626,72.9,Bergquist,Thermal Pad Gray 304.80mm x 292.10mm Rectangular,0.15,2.2438960966453663,0.0,🏆 Best Value
TP-0535,TG-A1250-125-125-0.5,Thermal Pad,48.51,12.5,ModuleLED_Micro_8680,1.1252,0.039,PASS,100.0,1.0862,67.88,t-Global Technology,Thermal Pad Green 125.00mm x 125.00mm Square,0.5,3.9021746693733315,1.0,✅ Standard
TP-0538,A18172-16,Thermal Pad,14.75,7.5,ModuleLED_Micro_8680,1.1252,0.052,PASS,100.0,1.0732,68.41,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.4,2.7568403652716422,0.0,🏆 Best Value
TP-0544,69-12-42355-1674,Thermal Pad,18.99,1.0,ModuleLED_Micro_8680,1.1252,0.2437,PASS,100.0,0.8815,76.2,Parker Chomerics,Thermal Pad Blue 203.20mm x 203.20mm Square Adhesive - One Side,0.25,2.995232148512309,0.0,🏆 Best Value
TP-0546,TG-A6200-100-100-2.5,Thermal Pad,78.67,6.2,ModuleLED_Micro_8680,1.1252,0.3923,PASS,100.0,0.7329,82.28,t-Global Technology,Thermal Pad Blue 100.00mm x 100.00mm Square Tacky - Both Sides,2.5,4.3778931033922746,1.0,✅ Standard
TP-0554,PL-1-6-76X127-60,Thermal Pad,83.78,6.0,ModuleLED_Micro_8680,1.1252,0.1627,PASS,100.0,0.9625,72.9,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 6 W/mK, 76.2x127mm, Grey",1.0,4.440059665924491,1.0,✅ Standard
TP-0555,GP1500-0.040-02-0816,Thermal Pad,9.85,1.5,ModuleLED_Micro_8680,1.1252,0.6628,PASS,100.0,0.4624,93.28,Bergquist,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,1.02,2.3841650799864684,0.0,🏆 Best Value
TP-0558,GPVOUS-0.040-01-0816,Thermal Pad,10.0,1.0,ModuleLED_Micro_8680,1.1252,0.9971,FAIL,92.91,0.1281,106.84,Bergquist,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.02,2.3978952727983707,1.0,✅ Standard
TP-0565,A18172-05,Thermal Pad,16.03,7.5,ModuleLED_Micro_8680,1.1252,0.0156,PASS,100.0,1.1096,66.92,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.12,2.834976494674597,0.0,🏆 Best Value
TP-0566,TG-A6200-150-150-1.0,Thermal Pad,37.27,6.2,ModuleLED_Micro_8680,1.1252,0.1575,PASS,100.0,0.9677,72.68,t-Global Technology,Thermal Pad Blue 150.00mm x 150.00mm Square Tacky - Both Sides,1.0,3.644666299437611,1.0,✅ Standard
TP-0570,A15993-00,Thermal Pad,16.3,3.0,ModuleLED_Micro_8680,1.1252,0.166,PASS,100.0,0.9592,73.04,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.51,2.8507065015037334,0.0,🏆 Best Value
TP-0578,A18172-10,Thermal Pad,17.04,7.5,ModuleLED_Micro_8680,1.1252,0.0325,PASS,100.0,1.0927,67.61,Laird Technologies - Thermal Materials,Thermal Pad Gray 228.60mm x 228.60mm Square Tacky - Both Sides,0.25,2.8925915146344776,0.0,🏆 Best Value
TP-0583,PL-1-5-1016-H,Thermal Pad,87.98,5.0,ModuleLED_Micro_8680,1.1252,0.1951,PASS,100.0,0.9301,74.21,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 101.6x101.6mm, Hyper Soft",1.0,4.488411625377895,1.0,✅ Standard
TP-0586,TG-A1250-100-100-1.0,Thermal Pad,92.89,12.5,ModuleLED_Micro_8680,1.1252,0.0779,PASS,100.0,1.0472,69.47,t-Global Technology,Thermal Pad Green 100.00mm x 100.00mm Square,1.0,4.542123884270456,1.0,✅ Standard
TP-0592,PLX-1-6-76X127-48,Thermal Pad,97.73,6.0,ModuleLED_Micro_8680,1.1252,0.1626,PASS,100.0,0.9626,72.91,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 6 W/mK, 76x127mm, Grey",1.0,4.592388851623358,1.0,✅ Standard
TP-0595,BP100-0.011-00-1010,Thermal Pad,14.71,0.8,ModuleLED_Micro_8680,1.1252,0.341,PASS,100.0,0.7842,80.19,Bergquist,Thermal Pad White 254.00mm x 254.00mm Square Adhesive - Both Sides,0.28,2.75429745226753,0.0,🏆 Best Value
TP-0600,PL-1-5-1016,Thermal Pad,94.2,5.0,ModuleLED_Micro_8680,1.1252,0.195,PASS,100.0,0.9302,74.22,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 5 W/m-K, 101.6x101.6mm, Gold",1.0,4.55597994179732,1.0,✅ Standard
TP-0601,PL-1-5-1016-H,Thermal Pad,94.23,5.0,ModuleLED_Micro_8680,1.1252,0.193,PASS,100.0,0.9321,74.13,Wakefield Thermal Solutions,Thermal Pad Gold 101.60mm x 101.60mm Square Tacky - One Side,0.99,4.5562950182059545,1.0,✅ Standard
TP-0605,GP1500R-0.020-02-0816,Thermal Pad,12.05,1.5,ModuleLED_Micro_8680,1.1252,0.331,PASS,100.0,0.7941,79.79,Bergquist,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,0.51,2.5687881337687024,0.0,🏆 Best Value
TP-0608,4051210297017,Thermal Pad,15.99,1800.0,ModuleLED_Micro_8680,1.1252,0.0,PASS,100.0,1.1251,66.29,Würth Elektronik,Thermal Pad 297.00mm x 210.00mm Rectangular Acrylic,0.04,2.8326249356838407,0.0,🏆 Best Value
TP-0614,BP100-0.008-00-1010,Thermal Pad,15.64,0.8,ModuleLED_Micro_8680,1.1252,0.2434,PASS,100.0,0.8817,76.22,Bergquist,Thermal Pad White 254.00mm x 254.00mm Square Adhesive - Both Sides,0.2,2.8118094353930627,0.0,🏆 Best Value
TP-0620,2191191,Thermal Pad,12.56,1.0,ModuleLED_Micro_8680,1.1252,1.483,FAIL,0.0,-0.3578,126.63,Bergquist,Thermal Pad Pink 406.40mm x 203.20mm Rectangular Tacky - One Side,1.52,2.6071242825122494,2.0,❌ Avoid
TP-0624,69-13-42350-T412,Thermal Pad,45.12,1.4,ModuleLED_Micro_8680,1.1252,0.1601,PASS,100.0,0.9651,72.8,Parker Chomerics,Thermal Pad Gray 152.40mm x 152.40mm Square Adhesive - Both Sides,0.23,3.8312466954008584,1.0,✅ Standard
TP-0625,A14556-01,Thermal Pad,20.11,2.8,ModuleLED_Micro_8680,1.1252,0.1777,PASS,100.0,0.9475,73.54,Laird Technologies - Thermal Materials,Thermal Pad Blue 228.60mm x 228.60mm Square Tacky - Both Sides,0.51,3.0497468618602293,0.0,🏆 Best Value
TP-0632,A17690-02,Thermal Pad,20.66,5.0,ModuleLED_Micro_8680,1.1252,0.0995,PASS,100.0,1.0257,70.33,Laird Technologies - Thermal Materials,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - One Side,0.51,3.0754672415728446,0.0,🏆 Best Value
TP-0633,PLX-1-7-76X127-68,Thermal Pad,112.15,7.0,ModuleLED_Micro_8680,1.1252,0.1395,PASS,100.0,0.9857,71.97,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 7 W/mK, 76x127mm, Grey",1.0,4.728714372079547,1.0,✅ Standard
TP-0639,SPK10-0.006-00-11.512,Thermal Pad,12.48,1.3,ModuleLED_Micro_8680,1.1252,0.1124,PASS,100.0,1.0128,70.87,Bergquist,Thermal Pad Beige 304.80mm x 292.10mm Rectangular,0.15,2.601207105484161,0.0,🏆 Best Value
TP-0653,A10464-07,Thermal Pad,4.17,5.0,ModuleLED_Micro_8680,1.1252,0.0995,PASS,100.0,1.0257,70.33,Laird Technologies - Thermal Materials,Thermal Pad Gray 609.60mm x 457.20mm Rectangular,0.51,1.6428726885203377,0.0,🏆 Best Value
TP-0662,COH-4065LVC-200-10,Thermal Pad,30.3,2.2,ModuleLED_Micro_8680,1.1252,0.4396,PASS,100.0,0.6855,84.14,Taica North America Corporation,Thermal Pad Reddish Brown 200.00mm x 200.00mm Square Tacky - Both Sides,0.99,3.4436180975461075,1.0,✅ Standard
TP-0664,GP1500-0.080-02-0816,Thermal Pad,14.69,1.5,ModuleLED_Micro_8680,1.1252,1.3193,FAIL,2.41,-0.1941,120.01,Bergquist,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,2.03,2.753023566744941,2.0,❌ Avoid
TP-0665,PLX-1-1.5-210X310-40,Thermal Pad,18.75,1.5,ModuleLED_Micro_8680,1.1252,0.6502,PASS,100.0,0.4749,92.76,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 1.5 W/mK, 210x310mm, White",1.0,2.9831534913471307,1.0,✅ Standard
TP-0669,TG-A486G-150-150-1.0-1A,Thermal Pad,55.51,6.3,ModuleLED_Micro_8680,1.1252,0.1548,PASS,100.0,0.9704,72.59,t-Global Technology,Thermal Pad Gray 150.00mm x 150.00mm Square Adhesive - One Side,1.0,4.034417613641752,1.0,✅ Standard
TP-0671,SP900S-0.009-AC-1212,Thermal Pad,13.65,1.6,ModuleLED_Micro_8680,1.1252,0.14,PASS,100.0,0.9852,72.0,Bergquist,Thermal Pad Pink 304.80mm x 304.80mm Square Adhesive - One Side,0.23,2.6844403354630764,0.0,🏆 Best Value
TP-0687,A17653-03,Thermal Pad,25.85,5.0,ModuleLED_Micro_8680,1.1252,0.1483,PASS,100.0,0.9768,72.32,Laird Technologies - Thermal Materials,Thermal Pad Pink 228.60mm x 228.60mm Square Tacky - Both Sides,0.76,3.2902658209548736,0.0,🏆 Best Value
TP-0693,PLX-1-2-210X310-80,Thermal Pad,21.0,2.0,ModuleLED_Micro_8680,1.1252,0.4876,PASS,100.0,0.6376,86.15,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 2 W/mK, 210x310mm, Grey",1.0,3.091042453358316,1.0,✅ Standard
TP-0698,PL-1-8-76X127-50,Thermal Pad,142.3,8.0,ModuleLED_Micro_8680,1.1252,0.1218,PASS,100.0,1.0034,71.25,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 8 W/mK, 76.2x127mm, Grey",1.0,4.964940334834126,1.0,✅ Standard
TP-0704,PL-2-5-1016-H,Thermal Pad,137.65,5.0,ModuleLED_Micro_8680,1.1252,0.3904,PASS,100.0,0.7347,82.17,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 2mm Thickness, 5 W/m-K, 101.6x101.6mm, Hyper Soft",2.0,4.931952772061787,1.0,✅ Standard
TP-0722,2165804,Thermal Pad,16.64,1.3,ModuleLED_Micro_8680,1.1252,0.1125,PASS,100.0,1.0126,70.86,Bergquist,Thermal Pad Beige 304.80mm x 292.10mm Rectangular Adhesive - One Side,0.15,2.8701690505786455,0.0,🏆 Best Value
TP-0725,5549S-05,Thermal Pad,45.7,3.5,ModuleLED_Micro_8680,1.1252,0.1392,PASS,100.0,0.986,71.96,3M,Thermal Pad Gray 210.00mm x 155.00mm Rectangular Tacky - One Side,0.5,3.8437441646748516,1.0,✅ Standard
TP-0731,61-02-0909-G579,Thermal Pad,28.89,3.0,ModuleLED_Micro_8680,1.1252,0.1658,PASS,100.0,0.9594,73.03,Parker Chomerics,Thermal Pad Pink 228.60mm x 228.60mm Square,0.51,3.3975239762958465,1.0,✅ Standard
TP-0733,A18330-04,Thermal Pad,158.24,34.0,ModuleLED_Micro_8680,1.1252,0.0287,PASS,100.0,1.0965,67.45,Laird Technologies - Thermal Materials,Thermal Pad Gray 127.00mm x 76.00mm Rectangular,1.0,5.070412498132116,1.0,✅ Standard
TP-0742,PLX-1-8-76x127-40,Thermal Pad,163.37,8.0,ModuleLED_Micro_8680,1.1252,0.122,PASS,100.0,1.0032,71.26,Wakefield Thermal,"Thermal Interface Products ulTIMiFlux Gap Pad, Silicone, 1mm Thickness, 8 W/mK, 76x127mm, Grey",1.0,5.102119984218434,1.0,✅ Standard
TP-0746,TG-APC94-150-150-2.0-0,Thermal Pad,71.08,4.0,ModuleLED_Micro_8680,1.1252,0.4904,PASS,100.0,0.6347,86.24,t-Global Technology,Thermal Pad Red 150.00mm x 150.00mm Square,2.01,4.277776613300082,1.0,✅ Standard
TP-0752,A15340-01,Thermal Pad,31.27,1.2,ModuleLED_Micro_8680,1.1252,4.1273,FAIL,0.0,-3.0022,234.77,Laird Technologies - Thermal Materials,Thermal Pad Green 228.60mm x 228.60mm Square,5.08,3.4741380060638702,2.0,❌ Avoid
TP-0757,A10832-02,Thermal Pad,31.86,2.2,ModuleLED_Micro_8680,1.1252,0.1108,PASS,100.0,1.0144,70.81,Laird Technologies - Thermal Materials,Thermal Pad Yellow 228.60mm x 228.60mm Square Tacky - Both Sides,0.25,3.492256112609122,1.0,✅ Standard
TP-0760,GP1500-0.125-02-0816,Thermal Pad,20.41,1.5,ModuleLED_Micro_8680,1.1252,2.0682,FAIL,0.0,-0.9431,150.45,Bergquist,Thermal Pad Black 406.40mm x 203.20mm Rectangular Tacky - Both Sides,3.18,3.0638581026015914,2.0,❌ Avoid
TP-0761,A10464-10,Thermal Pad,6.06,5.0,ModuleLED_Micro_8680,1.1252,0.0994,PASS,100.0,1.0258,70.34,Laird Technologies - Thermal Materials,Thermal Pad Gray 609.60mm x 457.20mm Rectangular Adhesive - One Side,0.51,1.9544450515051506,0.0,🏆 Best Value
TP-0769,5583S 210 MM X 300 MM X 2.0 MM,Thermal Pad,27.48,1.0,ModuleLED_Micro_8680,1.1252,1.9574,FAIL,0.0,-0.8322,146.13,3M,Thermal Pad White 300.00mm x 210.00mm Rectangular Tacky - One Side,2.01,3.349202086543775,2.0,❌ Avoid
