tim_id,datasheet,mfr_part_number,mfr,price_thb,product_type,dimensions_mm,category,width_mm,length_mm,weight_g,useable_temp_range_c,thermal_conductivity_wmk,shape,outline_mm,thickness_mm,max_temp_c,min_temp_c
,https://info.boydcorp.com/hubfs/Thermal/Conduction-Cooling/Boyd-Thermal-Interface-Materials-Catalog.pdf,53-77-2G,"Boyd Laconia, LLC",45.18,"Pad, Sheet",,,,,,,0.9,Rectangular,17.50mm x 14.27mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-00-02,Bergquist,45.5,"Pad, Sheet",,,,,,,1.6,Rhombus,45.21mm x 31.75mm,"0.0090"" (0.229mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/520/Sil-Pad_Selection_Guide.pdf,SP400-0.009-00-11,Bergquist,46.15,"Pad, Sheet",,,,,,,0.9,Rhombus,33.32mm x 19.35mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-5.0,t-Global Technology,49.08,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-54-10-2.0,t-Global Technology,50.05,"Pad, Sheet",,,,,,,6.2,Rectangular,54.00mm x 10.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-3.0,t-Global Technology,55.25,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.118"" (3.00mm)",,
,https://info.boydcorp.com/hubfs/Thermal/Air-Cooling/Boyd-Board-Level-Heatsinks-Catalog.pdf,53-03-2G,"Boyd Laconia, LLC",63.38,"Pad, Sheet",,,,,,,0.9,Rhombus,42.04mm x 27.00mm,"0.0060"" (0.152mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-HI-FLOW-THF-800AC-en_GL.pdf,HF115AC-0.0055-AC-05,Bergquist,84.18,"Pad, Sheet",,,,,,,0.8,Rhombus,41.91mm x 28.96mm,"0.0055"" (0.140mm)",,
,https://dm.henkel-dam.com/is/content/henkel/lt-8116-brochure-thermal-interface-materials-selection-guide-1,Q3-0.005-00-46,Bergquist,86.45,"Pad, Sheet",,,,,,,2.0,Square,31.75mm x 31.75mm,"0.0050"" (0.127mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-02,Bergquist,96.2,"Pad, Sheet",,,,,,,1.0,Rhombus,45.21mm x 31.75mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-40-40-4.0,t-Global Technology,103.03,"Pad, Sheet",,,,,,,3.5,Square,40.00mm x 40.00mm,"0.157"" (4.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,2192506,Bergquist,105.95,"Pad, Sheet",,,,,,,1.3,Square,31.75mm x 31.75mm,"0.0060"" (0.152mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-4.0,t-Global Technology,106.28,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-4.0,t-Global Technology,145.93,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.157"" (4.00mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-303005,Same Sky (Formerly CUI Devices),301.93,"Pad, Sheet",,,,,,,1.5,Square,30.00mm x 30.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-40-40-5.0,t-Global Technology,329.88,"Pad, Sheet",,,,,,,6.2,Square,40.00mm x 40.00mm,"0.197"" (5.00mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-303005,Same Sky (Formerly CUI Devices),666.9,"Pad, Sheet",,,,,,,2.5,Square,30.00mm x 30.00mm,"0.0197"" (0.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/af200.pdf,AF500-151505,Same Sky (Formerly CUI Devices),1583.4,"Pad, Sheet",,,,,,,3.0,Square,15.00mm x 15.00mm,"0.0197"" (0.500mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-38-1-76X127,Wakefield Thermal Solutions,119.93,"Pad, Sheet",,,,,,,1.0,Rectangular,127.00mm x 76.00mm,"0.0150"" (0.381mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-38-1-305X305,Wakefield Thermal Solutions,417.3,"Pad, Sheet",,,,,,,1.0,Square,305.00mm x 305.00mm,"0.0150"" (0.381mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-64-1-305X305,Wakefield Thermal Solutions,536.25,"Pad, Sheet",,,,,,,1.0,Square,305.00mm x 305.00mm,"0.0250"" (0.635mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-16-1.3-254X254,Wakefield Thermal Solutions,697.78,"Pad, Sheet",,,,,,,1.3,Square,254.00mm x 254.00mm,"0.0063"" (0.160mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-16-1.3-305X305,Wakefield Thermal Solutions,705.58,"Pad, Sheet",,,,,,,1.3,Square,305.00mm x 305.00mm,"0.0063"" (0.160mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-1600S-en_GL.pdf,SP900S-0.009-00-90,Bergquist,17.55,"Pad, Sheet",,,,,,,1.6,Rectangular,21.84mm x 18.80mm,"0.0090"" (0.229mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.080-02-0404,Bergquist,338.65,"Pad, Sheet",,,,,,,1.5,Square,101.60mm x 101.60mm,"0.0800"" (2.032mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-505005,Same Sky (Formerly CUI Devices),703.3,"Pad, Sheet",,,,,,,2.5,Square,50.00mm x 50.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-3.0,t-Global Technology,891.48,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.118"" (3.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500-en_GL.pdf,GP1500-0.060-02-0816,Bergquist,1000.35,"Pad, Sheet",,,,,,,1.5,Rectangular,406.40mm x 203.20mm,"0.0600"" (1.524mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.060-02-0816,Bergquist,3047.85,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0600"" (1.524mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-5000-en_GL.pdf,GP5000S35-0.040-02-0816,Bergquist,3104.08,"Pad, Sheet",,,,,,,5.0,Rectangular,406.40mm x 203.20mm,"0.0400"" (1.016mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-5-0.5,t-Global Technology,3.25,"Pad, Sheet",,,,,,,6.2,Rectangular,10.00mm x 5.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-0.5,t-Global Technology,4.23,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-5-2.0,t-Global Technology,5.2,"Pad, Sheet",,,,,,,6.2,Rectangular,10.00mm x 5.00mm,"0.0790"" (2.000mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2578/Sil-Pad%20600.pdf,SP600-54,Bergquist,7.8,"Pad, Sheet",,,,,,,1.0,Rectangular,19.05mm x 12.70mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-1.0,t-Global Technology,11.7,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-16-16-1.0,t-Global Technology,15.6,"Pad, Sheet",,,,,,,6.2,Square,16.00mm x 16.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-10-10-4.0,t-Global Technology,18.2,"Pad, Sheet",,,,,,,6.2,Square,10.00mm x 10.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-25-25-0.5,t-Global Technology,22.1,"Pad, Sheet",,,,,,,6.2,Square,25.00mm x 25.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-4.0,t-Global Technology,27.63,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-15-15-3.0,t-Global Technology,30.23,"Pad, Sheet",,,,,,,6.2,Square,15.00mm x 15.00mm,"0.118"" (3.00mm)",,
,https://www.sensata.com/sites/default/files/media/documents/2018-04-04/ourproducts_Thermal-Pads_hsp-7-thermal-pad_datasheet.pdf,HSP-7,Sensata-Crydom,42.25,"Pad, Sheet",,,,,,,0.07,Rectangular,39.40mm x 17.00mm,"0.0050"" (0.127mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-204005,Same Sky (Formerly CUI Devices),228.48,"Pad, Sheet",,,,,,,1.5,Rectangular,20.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-0.5,t-Global Technology,241.48,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-1.5,t-Global Technology,263.9,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-0.8,t-Global Technology,310.38,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.0310"" (0.787mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-2.0,t-Global Technology,314.93,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-1.0,t-Global Technology,410.8,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-3.0,t-Global Technology,413.73,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.118"" (3.00mm)",,
,https://wakefieldthermal.com/content/data_sheets/Double_Sided_Tape_WakefieldThermal.pdf,DST-50-1-305X305,Wakefield Thermal Solutions,479.7,"Pad, Sheet",,,,,,,1.0,Square,305.00mm x 305.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-1.5,t-Global Technology,547.63,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-1.0-1A,t-Global Technology,572.65,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-1.5,t-Global Technology,578.5,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.0591"" (1.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-3.0,t-Global Technology,921.38,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.118"" (3.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-1500R-en_GL.pdf,GP1500R-0.015-02-0816,Bergquist,1219.08,"Pad, Sheet",,,,,,,1.5,Rectangular,406.40mm x 203.20mm,"0.0150"" (0.381mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-100-100-5.0,t-Global Technology,1437.8,"Pad, Sheet",,,,,,,6.2,Square,100.00mm x 100.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-2.5,t-Global Technology,1708.2,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.0984"" (2.500mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.015-02-0816,Bergquist,2169.38,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.0150"" (0.381mm)",,
,https://www.laird.com/document/datasheet/tpcm-900-datasheet,A11809-02,Laird Technologies - Thermal Materials,3941.28,"Pad, Sheet",,,,,,,0.7,Square,457.20mm x 457.20mm,"0.0050"" (0.127mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.125-02-0816,Bergquist,7137.65,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.125"" (3.18mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,GP2500S20-0.160-02-0816,Bergquist,7667.08,"Pad, Sheet",,,,,,,2.4,Rectangular,406.40mm x 203.20mm,"0.160"" (4.06mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-1.0,t-Global Technology,3.25,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-10-10-0.5,t-Global Technology,3.25,"Pad, Sheet",,,,,,,3.5,Square,10.00mm x 10.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-0.5,t-Global Technology,7.8,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-10-3.0,t-Global Technology,11.38,"Pad, Sheet",,,,,,,3.5,Rectangular,20.00mm x 10.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-20-20-2.0,t-Global Technology,17.23,"Pad, Sheet",,,,,,,3.5,Square,20.00mm x 20.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-1.0,t-Global Technology,17.55,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-15-15-5.0,t-Global Technology,18.53,"Pad, Sheet",,,,,,,3.5,Square,15.00mm x 15.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-24-21.01-0.5,t-Global Technology,19.5,"Pad, Sheet",,,,,,,6.2,Rectangular,24.00mm x 21.01mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-10-2.0,t-Global Technology,19.83,"Pad, Sheet",,,,,,,6.2,Rectangular,20.00mm x 10.00mm,"0.0790"" (2.000mm)",,
,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/520/Sil-Pad_Selection_Guide.pdf,Q3-0.005-00-101,Bergquist,20.15,"Pad, Sheet",,,,,,,2.0,Rectangular,63.50mm x 50.80mm,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-1.0,t-Global Technology,23.4,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.0394"" (1.000mm)",,
,http://tds.loctite.com/tds5/Studio/ShowPDF/BERGQUIST%20SIL%20PAD%20TSP%201600S-EN?pid=BERGQUIST%20SIL%20PAD%20TSP%201600S&format=MTR&subformat=HYS&language=EN&plant=WERCS,SP900S-0.009-00-105,Bergquist,24.38,"Pad, Sheet",,,,,,,1.6,Rectangular,36.83mm x 21.29mm,"0.0090"" (0.229mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-25-25-2.0,t-Global Technology,25.35,"Pad, Sheet",,,,,,,3.5,Square,25.00mm x 25.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-30-30-2.0,t-Global Technology,34.78,"Pad, Sheet",,,,,,,3.5,Square,30.00mm x 30.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-24-21.01-5.0,t-Global Technology,43.88,"Pad, Sheet",,,,,,,3.5,Rectangular,24.00mm x 21.01mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-33.9-33.9-1.0,t-Global Technology,69.55,"Pad, Sheet",,,,,,,6.2,Square,33.90mm x 33.90mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-20-20-5.0,t-Global Technology,89.05,"Pad, Sheet",,,,,,,6.2,Square,20.00mm x 20.00mm,"0.197"" (5.00mm)",,
,https://datasheets.tdx.henkel.com/BERGQUIST-SIL-PAD-TSP-K1300-en_GL.pdf,SPK10-0.006-00-05,Bergquist,132.93,"Pad, Sheet",,,,,,,1.3,Rhombus,41.91mm x 28.96mm,"0.0060"" (0.152mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-0.8,t-Global Technology,180.38,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0310"" (0.787mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200_UK.pdf,TG-A6200-30-30-5.0,t-Global Technology,181.03,"Pad, Sheet",,,,,,,6.2,Square,30.00mm x 30.00mm,"0.197"" (5.00mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-202005,Same Sky (Formerly CUI Devices),245.38,"Pad, Sheet",,,,,,,1.5,Square,20.00mm x 20.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-1.0,t-Global Technology,257.73,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.0394"" (1.000mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf100.pdf,SF100-505005,Same Sky (Formerly CUI Devices),279.5,"Pad, Sheet",,,,,,,1.5,Square,50.00mm x 50.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500_UK.pdf,TG-A3500-100-100-2.5,t-Global Technology,363.68,"Pad, Sheet",,,,,,,3.5,Square,100.00mm x 100.00mm,"0.0984"" (2.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-190-140-1.0-1A,t-Global Technology,366.93,"Pad, Sheet",,,,,,,2.0,Rectangular,190.00mm x 140.00mm,"0.0394"" (1.000mm)",,
,https://www.sensata.com/sites/default/files/media/documents/2018-04-04/ourproducts_thermal_pads_hsp.pdf,HSP-3,Sensata-Crydom,372.78,"Pad, Sheet",,,,,,,1.0,Rectangular,104.39mm x 73.66mm,"0.0039"" (0.100mm)",,
,https://www.sensata.com/sites/default/files/media/documents/2018-04-04/ourproducts_thermal_pads_hsp2_hsp5_hsp6_datasheet.pdf,HSP-5,Sensata-Crydom,399.75,"Pad, Sheet",,,,,,,2.0,Rectangular,104.39mm x 73.66mm,"0.0050"" (0.127mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-190-140-0.5-1A,t-Global Technology,455.65,"Pad, Sheet",,,,,,,3.8,Rectangular,190.00mm x 140.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A3500F_UK.pdf,TG-A3500F-100-100-5.0,t-Global Technology,660.73,"Pad, Sheet",,,,,,,3.0,Square,100.00mm x 100.00mm,"0.197"" (5.00mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/sf400.pdf,SF400-404005,Same Sky (Formerly CUI Devices),703.3,"Pad, Sheet",,,,,,,2.5,Square,40.00mm x 40.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-285-190-1.0-1A,t-Global Technology,706.55,"Pad, Sheet",,,,,,,2.0,Rectangular,285.00mm x 190.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-285-190-1.0-2A,t-Global Technology,759.53,"Pad, Sheet",,,,,,,2.0,Rectangular,285.00mm x 190.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-100-100-2.5,t-Global Technology,794.63,"Pad, Sheet",,,,,,,5.0,Square,100.00mm x 100.00mm,"0.0984"" (2.500mm)",,
,https://www.sameskydevices.com/product/resource/digikeypdf/af200.pdf,AF500-153005,Same Sky (Formerly CUI Devices),807.63,"Pad, Sheet",,,,,,,3.0,Rectangular,15.00mm x 30.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-285-190-0.5-1A,t-Global Technology,1029.6,"Pad, Sheet",,,,,,,1.8,Rectangular,285.00mm x 190.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-0.3-2A,t-Global Technology,1128.08,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.0118"" (0.300mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A20KF_UK.pdf,TG-A20KF-285-190-4.0-1A,t-Global Technology,1580.48,"Pad, Sheet",,,,,,,1.8,Rectangular,285.00mm x 190.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-1.5,t-Global Technology,1602.9,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.0591"" (1.500mm)",,
,https://www.laird.com/document/datasheet/tpcm-900-datasheet,A10832-02,Laird Technologies - Thermal Materials,1617.53,"Pad, Sheet",,,,,,,2.2,Square,228.60mm x 228.60mm,"0.0100"" (0.254mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2024/03/TG-A38KF_UK.pdf,TG-A38KF-385-285-0.5-1A,t-Global Technology,1980.55,"Pad, Sheet",,,,,,,1.8,Rectangular,385.00mm x 285.00mm,"0.0197"" (0.500mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-3.0,t-Global Technology,1980.88,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-2.0-1A,t-Global Technology,2098.2,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.0790"" (2.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-385-285-1.0-1A,t-Global Technology,2120.3,"Pad, Sheet",,,,,,,3.8,Rectangular,385.00mm x 285.00mm,"0.0394"" (1.000mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-3.0-2A,t-Global Technology,2481.38,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A20KX_UK.pdf,TG-A20KX-385-285-3.0-1A,t-Global Technology,2816.78,"Pad, Sheet",,,,,,,2.0,Rectangular,385.00mm x 285.00mm,"0.118"" (3.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-4.0-2A,t-Global Technology,3031.93,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-4.0-1A,t-Global Technology,3049.48,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.157"" (4.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A6200F_UK.pdf,TG-A6200F-150-150-5.0,t-Global Technology,3153.48,"Pad, Sheet",,,,,,,5.0,Square,150.00mm x 150.00mm,"0.197"" (5.00mm)",,
,https://www.tglobaltechnology.com/wp-content/uploads/2023/08/TG-A38KX_UK.pdf,TG-A38KX-285-190-5.0-1A,t-Global Technology,3676.4,"Pad, Sheet",,,,,,,3.8,Rectangular,285.00mm x 190.00mm,"0.197"" (5.00mm)",,
